data,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+
2020-12-16T00:00:00,0.14285714285714285,0.0,0.0,1.0,4.428571428571429,17.571428571428573,52.142857142857146,124.42857142857143,232.28571428571428,133.85714285714286
2020-12-17T00:00:00,0.0,0.0,0.0,1.0,3.5714285714285716,16.714285714285715,48.857142857142854,121.14285714285714,232.14285714285714,133.0
2020-12-18T00:00:00,0.0,0.0,0.0,0.7142857142857143,3.2857142857142856,15.714285714285714,47.42857142857143,118.42857142857143,229.14285714285714,129.57142857142858
2020-12-19T00:00:00,0.0,0.0,0.14285714285714285,0.42857142857142855,3.5714285714285716,14.142857142857142,45.42857142857143,117.71428571428571,217.85714285714286,124.85714285714286
2020-12-20T00:00:00,0.0,0.0,0.14285714285714285,0.42857142857142855,3.7142857142857144,15.428571428571429,43.714285714285715,114.57142857142857,211.85714285714286,120.57142857142857
2020-12-21T00:00:00,0.0,0.0,0.14285714285714285,0.7142857142857143,3.857142857142857,16.571428571428573,42.285714285714285,107.85714285714286,201.28571428571428,118.57142857142857
2020-12-22T00:00:00,0.0,0.0,0.14285714285714285,0.8571428571428571,3.4285714285714284,15.428571428571429,41.857142857142854,104.0,200.71428571428572,114.14285714285714
2020-12-23T00:00:00,0.0,0.0,0.2857142857142857,0.7142857142857143,3.7142857142857144,14.571428571428571,40.285714285714285,103.14285714285714,197.0,110.0
2020-12-24T00:00:00,0.0,0.0,0.2857142857142857,0.7142857142857143,3.2857142857142856,14.571428571428571,40.714285714285715,105.57142857142857,194.28571428571428,109.28571428571429
2020-12-25T00:00:00,0.0,0.0,0.2857142857142857,0.7142857142857143,2.7142857142857144,14.571428571428571,38.857142857142854,104.42857142857143,192.14285714285714,107.71428571428571
2020-12-26T00:00:00,0.0,0.0,0.14285714285714285,0.7142857142857143,2.4285714285714284,13.857142857142858,37.857142857142854,99.57142857142857,196.57142857142858,106.85714285714286
2020-12-27T00:00:00,0.0,0.0,0.2857142857142857,0.8571428571428571,2.0,11.571428571428571,38.285714285714285,97.42857142857143,193.71428571428572,105.28571428571429
2020-12-28T00:00:00,0.0,0.0,0.2857142857142857,0.5714285714285714,2.142857142857143,11.428571428571429,38.142857142857146,98.28571428571429,197.28571428571428,105.57142857142857
2020-12-29T00:00:00,0.0,0.0,0.42857142857142855,0.42857142857142855,2.2857142857142856,12.142857142857142,36.285714285714285,101.57142857142857,196.85714285714286,103.0
2020-12-30T00:00:00,0.0,0.0,0.42857142857142855,0.2857142857142857,2.4285714285714284,12.428571428571429,35.42857142857143,100.14285714285714,197.57142857142858,104.71428571428571
2020-12-31T00:00:00,0.0,0.0,0.42857142857142855,0.2857142857142857,3.0,13.571428571428571,35.285714285714285,99.57142857142857,196.85714285714286,105.14285714285714
