data,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+
2020-10-12T00:00:00,474.0,1224.4285714285713,1384.2857142857142,1243.142857142857,1434.2857142857142,1507.142857142857,868.7142857142857,534.5714285714286,394.14285714285717,139.42857142857142
2020-10-13T00:00:00,508.7142857142857,1348.7142857142858,1499.0,1347.5714285714287,1554.142857142857,1641.142857142857,941.4285714285714,585.0,421.57142857142856,153.28571428571428
2020-10-14T00:00:00,527.8571428571429,1399.7142857142858,1547.5714285714287,1404.5714285714287,1614.7142857142858,1706.5714285714287,991.8571428571429,612.2857142857143,449.85714285714283,158.14285714285714
2020-10-15T00:00:00,558.1428571428571,1554.857142857143,1730.4285714285713,1555.2857142857142,1801.5714285714287,1909.0,1094.2857142857142,677.0,501.0,176.57142857142858
2020-10-16T00:00:00,597.4285714285714,1711.857142857143,1947.0,1736.5714285714287,2025.2857142857142,2131.4285714285716,1210.0,759.8571428571429,543.4285714285714,192.71428571428572
2020-10-17T00:00:00,639.4285714285714,1854.5714285714287,2184.8571428571427,1972.5714285714287,2285.285714285714,2423.8571428571427,1373.0,864.5714285714286,627.8571428571429,225.85714285714286
2020-10-18T00:00:00,695.2857142857143,2053.4285714285716,2449.0,2204.285714285714,2564.714285714286,2735.0,1536.142857142857,967.2857142857143,702.1428571428571,250.85714285714286
2020-10-19T00:00:00,753.2857142857143,2233.8571428571427,2715.4285714285716,2439.5714285714284,2863.0,3059.0,1708.857142857143,1082.5714285714287,787.7142857142857,279.57142857142856
2020-10-20T00:00:00,795.4285714285714,2349.5714285714284,2883.5714285714284,2600.0,3065.285714285714,3271.8571428571427,1835.4285714285713,1157.4285714285713,844.1428571428571,296.2857142857143
2020-10-21T00:00:00,810.7142857142857,2403.1428571428573,2983.0,2672.8571428571427,3174.8571428571427,3404.5714285714284,1899.4285714285713,1210.0,888.1428571428571,312.7142857142857
2020-10-22T00:00:00,860.1428571428571,2524.0,3186.285714285714,2869.1428571428573,3441.285714285714,3719.0,2065.714285714286,1312.5714285714287,984.0,348.14285714285717
2020-10-23T00:00:00,917.2857142857143,2704.8571428571427,3377.285714285714,3080.1428571428573,3742.1428571428573,4051.1428571428573,2244.4285714285716,1414.142857142857,1088.7142857142858,379.0
2020-10-24T00:00:00,970.8571428571429,2845.4285714285716,3574.0,3290.285714285714,4031.285714285714,4368.142857142857,2426.4285714285716,1528.142857142857,1164.5714285714287,404.85714285714283
2020-10-25T00:00:00,1000.4285714285714,2933.0,3720.1428571428573,3455.5714285714284,4272.0,4627.571428571428,2594.1428571428573,1637.2857142857142,1221.0,421.42857142857144
2020-10-26T00:00:00,1035.857142857143,3026.1428571428573,3863.0,3641.1428571428573,4523.0,4900.714285714285,2744.0,1742.142857142857,1295.2857142857142,432.7142857142857
2020-10-27T00:00:00,1072.857142857143,3072.5714285714284,3930.1428571428573,3712.1428571428573,4650.285714285715,5050.714285714285,2845.1428571428573,1827.4285714285713,1361.142857142857,457.0
2020-10-28T00:00:00,1082.857142857143,3087.714285714286,3954.5714285714284,3759.5714285714284,4705.571428571428,5121.857142857143,2894.4285714285716,1871.4285714285713,1383.5714285714287,463.85714285714283
2020-10-29T00:00:00,1115.142857142857,3108.0,4016.4285714285716,3892.285714285714,4891.285714285715,5328.714285714285,3021.5714285714284,1962.5714285714287,1449.2857142857142,478.57142857142856
2020-10-30T00:00:00,1158.142857142857,3100.0,4118.428571428572,3992.4285714285716,5048.714285714285,5529.714285714285,3160.1428571428573,2074.8571428571427,1501.142857142857,498.14285714285717
2020-10-31T00:00:00,1183.857142857143,3143.8571428571427,4197.714285714285,4114.571428571428,5231.285714285715,5775.428571428572,3315.0,2183.714285714286,1583.5714285714287,518.5714285714286
2020-11-01T00:00:00,1230.7142857142858,3141.714285714286,4262.428571428572,4209.571428571428,5404.571428571428,6008.571428571428,3440.8571428571427,2306.4285714285716,1685.0,545.7142857142857
2020-11-02T00:00:00,1262.7142857142858,3115.1428571428573,4335.857142857143,4307.857142857143,5573.857142857143,6236.428571428572,3577.714285714286,2416.1428571428573,1755.0,579.5714285714286
2020-11-03T00:00:00,1283.4285714285713,3101.714285714286,4381.285714285715,4396.571428571428,5679.428571428572,6388.428571428572,3668.5714285714284,2479.0,1819.857142857143,592.5714285714286
2020-11-04T00:00:00,1293.2857142857142,3108.714285714286,4390.428571428572,4421.857142857143,5736.571428571428,6442.571428571428,3718.0,2509.285714285714,1855.7142857142858,606.8571428571429
2020-11-05T00:00:00,1311.5714285714287,3070.1428571428573,4409.428571428572,4460.428571428572,5826.857142857143,6547.857142857143,3812.8571428571427,2575.714285714286,1895.2857142857142,619.1428571428571
2020-11-06T00:00:00,1310.5714285714287,3032.0,4389.285714285715,4492.714285714285,5907.714285714285,6627.428571428572,3887.8571428571427,2639.8571428571427,1950.857142857143,645.5714285714286
2020-11-07T00:00:00,1303.7142857142858,2913.714285714286,4306.142857142857,4410.857142857143,5873.142857142857,6593.0,3862.714285714286,2653.5714285714284,1992.5714285714287,665.2857142857143
2020-11-08T00:00:00,1295.0,2835.1428571428573,4234.714285714285,4375.142857142857,5828.0,6555.142857142857,3864.285714285714,2683.285714285714,2017.5714285714287,682.2857142857143
2020-11-09T00:00:00,1289.5714285714287,2749.285714285714,4130.571428571428,4295.571428571428,5740.285714285715,6477.714285714285,3864.8571428571427,2700.1428571428573,2061.1428571428573,710.7142857142857
2020-11-10T00:00:00,1282.2857142857142,2694.285714285714,4087.4285714285716,4255.571428571428,5726.428571428572,6430.285714285715,3872.5714285714284,2721.285714285714,2046.7142857142858,706.4285714285714
