data,ricoveri,abruzzo,basilicata,calabria,campania,emilia_romagna,friuli_venezia_giulia,lazio,liguria,lombardia,marche,molise,piemonte,puglia,sardegna,sicilia,toscana,umbria,valle_daosta,veneto,pa_bolzano,pa_trento
2020-02-20T00:00:00,90,,,,,5,,1,1,67,4,,1,3,1,,,,,7,,
2020-02-21T00:00:00,123,,,,,10,1,2,2,95,1,,1,2,0,1,,,,8,,
2020-02-22T00:00:00,107,1,,,1,3,0,0,2,93,1,,2,0,0,0,,,,4,,
2020-02-23T00:00:00,149,2,,,1,7,1,1,2,115,1,,4,2,0,0,,,,12,1,
2020-02-24T00:00:00,190,2,,,0,17,1,5,6,130,4,,0,1,1,1,2,,,16,4,
2020-02-25T00:00:00,266,2,,,2,21,3,5,6,206,4,,0,4,1,1,2,,,9,0,
2020-02-26T00:00:00,271,3,,,0,35,0,5,9,201,3,,2,2,1,1,0,,1,7,1,
2020-02-27T00:00:00,315,0,,,1,38,1,4,8,226,9,,4,2,1,0,1,,1,17,2,
2020-02-28T00:00:00,375,7,,,0,39,0,10,6,278,14,,2,2,2,0,2,,0,13,0,
2020-02-29T00:00:00,370,6,,,1,56,0,7,10,260,8,,4,3,0,0,2,,0,12,1,
2020-03-01T00:00:00,437,4,,2,6,49,3,4,11,311,7,,4,5,2,2,0,,0,22,3,2
2020-03-02T00:00:00,661,3,,1,0,77,7,12,14,476,22,,6,5,3,3,5,1,0,26,0,0
2020-03-03T00:00:00,805,2,,0,8,102,7,11,20,551,17,1,21,6,2,1,10,1,1,42,1,1
2020-03-04T00:00:00,902,6,,1,7,110,7,14,19,642,21,1,17,6,4,3,9,1,3,25,5,1
2020-03-05T00:00:00,1081,3,,0,1,139,7,22,29,767,14,4,20,10,2,2,7,2,0,43,7,2
2020-03-06T00:00:00,1191,4,2,2,6,141,10,24,32,844,24,0,15,9,3,4,13,0,2,48,6,2
2020-03-07T00:00:00,1171,12,0,2,7,144,10,32,32,766,37,1,23,8,4,6,19,2,3,57,3,3
2020-03-08T00:00:00,1132,10,0,4,3,139,10,14,34,749,41,0,20,8,4,5,29,4,1,49,6,2
2020-03-09T00:00:00,1423,18,0,2,4,182,10,25,37,933,53,1,17,12,3,7,17,5,2,70,19,6
2020-03-10T00:00:00,1552,13,0,3,12,200,10,33,58,1003,56,0,20,17,2,6,23,4,2,72,8,10
2020-03-11T00:00:00,1703,21,1,3,6,202,15,41,51,1085,68,1,24,15,1,10,32,4,6,88,13,16
2020-03-12T00:00:00,1855,15,0,6,21,232,18,37,78,1130,57,1,40,35,4,8,35,7,6,99,13,13
2020-03-13T00:00:00,2263,24,0,8,18,295,24,45,94,1348,66,0,54,35,7,15,64,12,6,110,20,18
2020-03-14T00:00:00,1975,26,0,11,15,269,19,36,75,1154,76,0,29,30,14,25,65,4,11,94,8,14
2020-03-15T00:00:00,1891,28,1,5,26,259,27,34,86,1062,53,0,34,27,3,18,64,13,8,109,18,16
2020-03-16T00:00:00,2485,38,0,7,30,273,16,47,136,1460,75,4,57,32,6,18,78,12,9,150,20,17
2020-03-17T00:00:00,2660,51,1,6,28,330,29,48,135,1469,77,2,74,37,5,31,72,19,17,177,31,21
2020-03-18T00:00:00,2694,36,1,14,33,327,39,60,133,1458,70,11,54,54,10,38,85,21,9,173,19,49
2020-03-19T00:00:00,2780,29,0,21,33,400,47,90,152,1389,97,4,55,41,18,37,97,19,12,173,29,37
2020-03-20T00:00:00,2843,40,1,6,27,391,39,87,204,1372,91,8,69,48,9,42,115,18,12,192,25,47
2020-03-21T00:00:00,2538,35,0,13,31,355,20,106,157,1158,97,2,76,50,8,46,106,9,12,188,20,49
2020-03-22T00:00:00,2184,35,0,6,26,315,19,70,128,1044,62,1,72,47,10,59,82,16,7,131,18,36
2020-03-23T00:00:00,2706,37,2,13,33,316,35,99,144,1308,100,3,102,48,9,61,109,11,9,195,37,35
2020-03-24T00:00:00,2614,40,1,5,31,328,30,109,129,1251,85,0,73,71,8,47,93,24,14,199,23,53
2020-03-25T00:00:00,2315,34,0,6,43,299,23,86,144,1118,65,2,75,41,4,37,100,14,13,155,23,33
2020-03-26T00:00:00,2117,34,0,6,28,263,25,77,103,1039,61,3,68,59,4,53,84,14,10,141,23,22
2020-03-27T00:00:00,2238,36,1,19,40,306,28,75,87,1083,57,2,68,42,11,49,80,18,8,158,22,48
2020-03-28T00:00:00,1745,28,1,6,38,240,20,74,91,814,58,1,29,47,6,21,73,15,8,121,12,42
2020-03-29T00:00:00,1433,16,0,9,15,191,6,63,100,681,52,0,31,41,12,14,56,5,6,90,13,32
2020-03-30T00:00:00,1682,13,0,12,35,203,12,69,102,820,54,3,53,40,6,21,69,6,11,121,14,18
2020-03-31T00:00:00,1591,22,0,15,26,187,19,62,111,766,38,5,66,49,11,21,53,5,6,95,9,25
2020-04-01T00:00:00,1516,24,0,18,33,175,16,50,75,735,34,1,80,39,6,22,61,6,9,97,14,21
