data,ricoveri,abruzzo,basilicata,calabria,campania,emilia_romagna,friuli_venezia_giulia,lazio,liguria,lombardia,marche,molise,piemonte,puglia,sardegna,sicilia,toscana,umbria,valle_daosta,veneto,pa_bolzano,pa_trento
2020-02-20T00:00:00,91,,,,,5,,1,1,67,4,,2,3,1,,,,,7,,
2020-02-21T00:00:00,123,,,,,10,1,2,2,95,1,,1,2,0,1,,,,8,,
2020-02-22T00:00:00,108,1,,,1,3,0,0,2,94,1,,2,0,0,0,,,,4,,
2020-02-23T00:00:00,151,2,,,1,7,1,1,2,115,1,,6,2,0,0,,,,12,1,
2020-02-24T00:00:00,191,2,,,0,17,1,5,5,130,4,,2,1,1,1,2,,,16,4,
2020-02-25T00:00:00,267,2,,,2,22,3,5,6,206,4,,0,4,1,1,2,,,9,0,
2020-02-26T00:00:00,273,4,,,0,35,0,5,9,201,3,,4,2,1,1,0,,1,7,0,
2020-02-27T00:00:00,316,0,,,1,38,1,4,8,226,9,,5,2,1,0,1,,1,17,2,
2020-02-28T00:00:00,380,7,,,0,41,0,10,7,278,14,,4,2,2,0,2,,0,13,0,
2020-02-29T00:00:00,374,6,,,1,57,0,7,11,261,8,,5,3,0,0,2,,0,12,1,
2020-03-01T00:00:00,441,4,,2,6,51,3,4,11,312,7,,5,5,2,2,0,,0,22,3,2
2020-03-02T00:00:00,669,3,,1,0,79,7,12,15,477,23,,9,5,3,3,5,1,0,26,0,0
2020-03-03T00:00:00,816,2,,0,8,105,7,12,20,551,17,1,26,6,2,3,10,1,1,42,1,1
2020-03-04T00:00:00,914,6,,1,8,110,7,16,19,644,21,1,24,6,4,3,9,1,3,25,5,1
2020-03-05T00:00:00,1097,3,,0,1,140,7,22,29,769,14,4,33,10,2,2,7,2,0,43,7,2
2020-03-06T00:00:00,1224,4,2,2,6,145,10,24,32,846,24,0,41,9,3,4,14,0,2,48,6,2
2020-03-07T00:00:00,1203,12,0,2,7,147,10,32,32,766,39,1,50,8,4,6,19,2,3,57,3,3
2020-03-08T00:00:00,1159,10,0,4,3,141,10,14,34,750,41,0,43,8,4,6,29,4,1,49,6,2
2020-03-09T00:00:00,1458,18,0,2,4,182,10,25,37,936,54,1,48,12,3,7,17,5,2,70,19,6
2020-03-10T00:00:00,1585,13,0,3,12,201,10,33,58,1004,56,0,51,17,2,6,23,4,2,72,8,10
2020-03-11T00:00:00,1759,21,1,3,6,205,15,41,53,1087,68,1,72,15,1,10,32,4,6,88,13,17
2020-03-12T00:00:00,1907,15,0,6,21,234,18,38,80,1131,57,1,86,35,4,8,35,7,6,99,13,13
2020-03-13T00:00:00,2339,24,0,8,20,297,24,46,95,1353,67,0,119,35,7,15,64,12,6,110,19,18
2020-03-14T00:00:00,1996,26,0,10,15,272,19,39,75,1155,77,0,41,30,14,26,65,4,11,95,8,14
2020-03-15T00:00:00,1909,28,1,5,27,263,27,33,87,1064,53,0,45,27,3,18,64,13,8,109,18,16
2020-03-16T00:00:00,2494,38,2,7,30,273,16,48,137,1464,76,4,56,32,6,19,78,12,9,150,20,17
2020-03-17T00:00:00,2666,51,3,6,28,331,29,47,138,1473,77,2,71,37,5,31,72,19,17,177,31,21
2020-03-18T00:00:00,2712,36,7,14,33,329,39,61,135,1459,71,11,56,55,10,38,86,21,9,174,19,49
2020-03-19T00:00:00,2789,29,3,23,33,402,47,90,152,1390,97,4,54,41,18,37,97,19,12,173,30,38
2020-03-20T00:00:00,2861,40,6,6,27,395,39,87,204,1378,93,8,67,48,9,42,115,18,12,193,25,49
2020-03-21T00:00:00,2549,35,1,13,31,357,20,108,158,1162,98,2,75,50,8,47,106,9,12,188,20,49
2020-03-22T00:00:00,2198,35,3,6,28,317,19,69,130,1048,62,1,73,47,10,59,82,16,7,131,18,37
2020-03-23T00:00:00,2719,37,6,13,34,317,35,99,146,1311,101,3,103,48,9,61,109,11,9,195,37,35
2020-03-24T00:00:00,2628,40,4,5,31,331,30,110,130,1254,86,0,71,72,8,47,93,24,14,200,23,55
2020-03-25T00:00:00,2322,34,2,6,47,301,23,87,144,1120,66,2,71,42,4,37,100,14,13,153,23,33
2020-03-26T00:00:00,2130,34,2,6,31,265,25,77,103,1044,61,3,68,59,4,53,84,14,10,141,23,23
2020-03-27T00:00:00,2248,36,8,19,41,310,29,77,87,1084,57,2,62,42,11,49,80,18,8,157,22,49
2020-03-28T00:00:00,1754,28,3,6,40,242,20,74,91,816,58,1,29,47,6,21,73,16,8,121,12,42
2020-03-29T00:00:00,1442,16,3,9,15,192,6,63,101,686,52,0,30,41,12,14,56,5,6,90,13,32
2020-03-30T00:00:00,1692,13,6,12,35,203,12,70,102,824,54,3,52,40,6,21,69,6,11,121,14,18
2020-03-31T00:00:00,1600,22,0,15,27,190,19,62,111,770,38,5,64,49,11,21,55,6,6,95,9,25
2020-04-01T00:00:00,1521,24,2,18,33,177,16,51,75,742,34,1,73,39,6,22,61,6,9,97,14,21
2020-04-02T00:00:00,1470,20,3,32,16,180,15,45,83,722,34,2,59,37,7,34,53,8,4,85,13,18
2020-04-03T00:00:00,1279,25,5,2,29,176,7,53,70,620,21,1,53,32,2,20,63,3,6,61,10,20
2020-04-04T00:00:00,1036,15,3,3,14,119,10,42,76,458,18,2,42,23,6,27,65,3,4,74,4,28
2020-04-05T00:00:00,846,17,0,5,15,113,6,32,65,367,23,1,21,34,7,14,37,3,3,62,8,13
2020-04-06T00:00:00,1040,10,1,2,14,133,6,36,69,491,25,2,65,26,4,13,38,3,4,74,14,10
2020-04-07T00:00:00,1046,15,7,6,10,105,14,40,67,425,35,0,102,36,3,17,42,5,11,80,9,17
2020-04-08T00:00:00,1060,17,7,3,17,118,10,31,77,460,21,0,116,24,3,16,37,0,7,72,11,13
2020-04-09T00:00:00,1018,18,4,0,11,101,6,25,59,447,14,0,140,14,12,22,42,3,7,74,11,8
2020-04-10T00:00:00,946,18,2,7,5,113,16,35,49,415,17,3,99,17,11,15,48,2,6,49,9,10
2020-04-11T00:00:00,829,19,3,2,8,119,12,46,34,333,26,1,56,28,6,22,41,2,5,48,6,12
2020-04-12T00:00:00,671,13,1,2,8,98,8,37,42,300,13,1,31,12,2,7,30,1,1,47,8,9
2020-04-13T00:00:00,630,9,1,4,9,82,7,31,37,277,17,0,35,14,3,10,35,1,5,41,3,9
2020-04-14T00:00:00,877,9,0,7,12,117,7,39,56,357,15,1,99,21,5,7,39,1,2,67,8,8
2020-04-15T00:00:00,726,10,0,1,4,91,6,22,62,317,20,0,78,18,2,5,29,3,6,40,9,3
2020-04-16T00:00:00,731,9,0,4,4,98,2,22,31,323,15,3,92,21,3,16,26,0,3,43,5,11
2020-04-17T00:00:00,739,14,0,4,5,91,7,30,38,290,9,0,121,24,2,8,23,3,6,50,8,6
2020-04-18T00:00:00,582,14,4,1,5,81,5,30,42,214,9,0,81,14,5,3,20,1,3,39,5,6
2020-04-19T00:00:00,476,10,1,2,4,58,2,25,28,152,2,0,88,21,2,4,27,5,0,37,2,6
2020-04-20T00:00:00,674,20,5,3,10,86,6,25,33,241,15,0,120,20,2,7,29,3,0,41,6,2
2020-04-21T00:00:00,625,14,1,3,9,77,1,23,31,223,6,0,117,24,2,12,33,0,0,40,5,4
2020-04-22T00:00:00,623,13,3,4,11,73,14,27,30,217,2,1,121,16,2,7,27,2,2,43,1,7
2020-04-23T00:00:00,605,17,1,1,6,74,4,29,41,207,5,0,109,17,3,7,26,3,1,46,5,3
2020-04-24T00:00:00,568,17,0,3,3,62,1,22,36,191,3,1,125,12,1,20,20,1,1,38,4,7
2020-04-25T00:00:00,433,3,0,3,3,47,9,20,29,149,8,1,73,12,1,24,17,1,3,23,3,4
2020-04-26T00:00:00,365,4,0,1,0,43,1,26,27,134,3,0,69,6,0,7,15,1,1,23,1,3
2020-04-27T00:00:00,459,2,1,1,3,49,6,14,24,175,7,0,110,11,1,4,15,0,1,29,2,4
2020-04-28T00:00:00,453,6,0,2,6,52,3,13,23,174,1,0,94,18,1,2,11,4,2,34,3,4
2020-04-29T00:00:00,422,7,0,1,3,56,5,11,23,149,4,0,95,13,2,6,13,1,0,31,2,0
2020-04-30T00:00:00,382,5,0,1,5,59,3,14,23,140,2,0,81,4,1,2,11,1,1,24,4,1
2020-05-01T00:00:00,288,5,0,1,0,34,1,7,10,112,1,0,61,13,4,3,14,0,0,19,0,3
2020-05-02T00:00:00,250,5,0,0,1,34,3,13,11,89,3,0,53,5,1,1,13,0,2,14,0,2
2020-05-03T00:00:00,189,1,2,0,1,23,1,4,14,70,3,0,42,1,0,2,6,0,1,15,1,2
2020-05-04T00:00:00,313,3,0,2,1,40,0,10,16,118,2,1,77,2,2,6,12,0,1,19,1,0
2020-05-05T00:00:00,300,3,0,0,1,34,2,14,13,107,1,0,66,8,2,6,14,2,0,22,0,5
2020-05-06T00:00:00,302,4,0,0,0,51,4,3,16,116,1,1,78,3,0,2,9,0,0,12,2,0
2020-05-07T00:00:00,300,0,0,0,4,32,4,14,20,103,4,0,81,8,0,1,10,0,1,18,0,0
2020-05-08T00:00:00,301,3,0,1,3,29,7,10,17,115,2,2,81,5,0,0,6,0,2,16,1,1
2020-05-09T00:00:00,186,2,0,0,2,19,2,7,8,69,0,0,54,4,0,0,3,1,0,12,0,3
2020-05-10T00:00:00,175,1,1,0,3,22,1,2,2,68,1,3,53,2,2,4,5,0,0,3,0,2
2020-05-11T00:00:00,265,2,0,0,2,35,1,5,6,99,1,2,86,4,0,0,4,0,1,15,0,2
2020-05-12T00:00:00,195,2,0,0,4,23,0,3,12,70,1,1,57,5,0,1,7,0,0,8,1,0
2020-05-13T00:00:00,212,1,0,0,1,14,4,10,7,77,0,2,68,7,0,4,8,0,0,5,1,3
2020-05-14T00:00:00,214,2,0,0,1,18,6,5,9,74,0,0,72,2,0,4,6,1,1,9,1,3
2020-05-15T00:00:00,223,3,0,1,1,18,9,13,12,60,0,0,84,3,0,0,7,1,0,10,0,1
2020-05-16T00:00:00,141,0,0,0,0,12,5,9,4,52,0,3,39,1,1,0,5,0,1,8,1,0
2020-05-17T00:00:00,129,2,0,0,1,12,0,5,4,50,2,0,38,2,1,1,4,0,0,5,2,0
2020-05-18T00:00:00,180,2,0,0,1,16,2,8,11,48,0,0,73,3,1,0,9,1,0,3,1,1
2020-05-19T00:00:00,164,0,0,0,0,12,0,9,8,59,1,0,56,2,0,1,3,0,1,9,0,3
2020-05-20T00:00:00,153,1,0,2,0,19,1,6,3,56,0,1,46,1,1,0,7,0,0,7,0,2
2020-05-21T00:00:00,134,1,0,0,1,15,2,6,8,38,0,0,46,3,1,0,6,0,1,3,1,2
2020-05-22T00:00:00,142,2,0,0,0,11,0,9,6,37,0,0,66,2,0,0,6,0,0,2,1,0
2020-05-23T00:00:00,101,0,0,0,0,7,2,6,6,34,0,1,32,6,0,1,2,0,0,2,1,1
2020-05-24T00:00:00,101,2,0,0,0,4,0,6,4,36,0,0,38,5,0,1,3,0,0,2,0,0
2020-05-25T00:00:00,168,1,0,0,2,20,1,6,8,43,1,0,70,0,0,1,7,1,0,5,1,1
2020-05-26T00:00:00,128,0,0,0,0,8,1,5,9,44,0,2,48,2,0,0,6,0,0,3,0,0
2020-05-27T00:00:00,122,0,0,0,2,13,3,4,5,34,0,0,55,0,0,1,1,0,1,2,0,1
2020-05-28T00:00:00,87,0,0,0,0,10,1,3,2,36,0,0,29,0,0,1,4,0,0,1,0,0
2020-05-29T00:00:00,125,0,0,0,0,5,2,4,3,44,0,0,55,2,1,0,3,0,0,5,0,1
2020-05-30T00:00:00,91,0,0,0,0,5,2,3,8,31,0,0,38,2,0,1,1,0,0,0,0,0
2020-05-31T00:00:00,62,1,0,0,0,3,1,3,2,21,0,0,26,1,0,1,2,0,0,1,0,0
2020-06-01T00:00:00,138,1,0,0,0,10,1,1,7,33,0,1,70,3,0,0,7,0,0,3,0,1
2020-06-02T00:00:00,71,2,0,0,0,6,1,1,6,21,0,0,26,0,0,1,3,0,0,4,0,0
2020-06-03T00:00:00,112,1,0,0,0,6,3,5,8,27,0,0,56,0,0,2,0,0,0,2,0,2
2020-06-04T00:00:00,95,0,0,3,0,7,1,5,6,24,0,0,42,0,0,1,2,0,1,2,1,0
2020-06-05T00:00:00,102,0,0,0,1,7,1,2,3,34,0,0,47,1,0,1,1,0,1,3,0,0
2020-06-06T00:00:00,54,0,1,0,1,5,1,5,4,19,0,0,14,1,0,0,2,0,0,1,0,0
2020-06-07T00:00:00,50,2,0,0,1,3,0,3,3,21,0,0,16,0,0,0,0,0,0,0,1,0
2020-06-08T00:00:00,131,1,0,0,0,6,1,12,5,28,0,0,68,1,1,0,4,1,0,2,0,1
2020-06-09T00:00:00,85,1,0,1,0,7,1,2,2,25,0,0,41,0,0,0,1,1,0,3,0,0
2020-06-10T00:00:00,86,0,0,1,0,7,1,9,4,24,0,0,35,0,0,2,2,0,0,1,0,0
2020-06-11T00:00:00,67,2,0,0,0,1,0,5,0,22,0,0,33,0,0,0,0,1,0,2,1,0
2020-06-12T00:00:00,94,0,0,0,0,6,1,7,1,18,0,0,51,0,2,0,3,0,0,3,2,0
2020-06-13T00:00:00,72,0,0,0,0,5,0,12,3,28,0,0,21,0,0,0,0,0,0,3,0,0
